4048 149346081 31953881 135902149 31953872
4112 154001732 32973208 140127552 32973208
4176 158935653 34006092 144628136 34006083
4240 163737292 35057367 148986022 35057358
4304 168823562 36122148 153625589 36122148
4368 173771249 37205423 158116027 37205423
4432 179009885 38302114 162894567 38302114
4496 184103626 39417346 167517554 39417337
4560 189494591 40545897 172435048 40545897
4624 194734326 41693107 177190542 41693107
4688 200277669 42853563 182247021 42853563
4752 205663450 44032752 187135065 44032752
4816 211359172 45225118 192330539 45225118
4880 216890969 46436279 197351103 46436279
4944 222739029 47660523 202685531 47660523
5008 228416845 48903657 207838618 48903657
5072 234417309 50159815 213312066 50159815
