4048 58810855 4613816 43181839 4613815
4112 60637947 4756950 44509925 4756949
4176 62624680 4901381 45989948 4901380
4240 64543114 5048619 47393611 5048618
4304 66422763 5198535 48750930 5198534
4368 68346523 5367566 50144190 5367565
4432 70499602 5538930 51767024 5538930
4496 72545696 5695353 53267106 5695352
4560 74618520 5853862 54786291 5853861
4624 76674774 6014938 56280926 6014937
4688 78906852 6177218 57943695 6177217
4752 81058534 6342379 59517986 6342379
4816 83163363 6510276 61037894 6510276
4880 85314365 6699281 62595767 6699281
4944 87717835 6890522 64407296 6890522
5008 89998344 7064810 66079173 7064810
5072 92305674 7241364 67770265 7241364
