2000 27838075 5632838 24204102 5632838
2064 29584412 6003471 25713429 6003471
2128 31545737 6384562 27433411 6384562
2192 33468042 6769500 29103815 6769500
2256 35411033 7166206 30787390 7166206
2320 37377315 7583522 32486810 7583522
2384 39578024 8011109 34416700 8011109
2448 41727784 8441623 36284707 8441623
2512 4.38942e+07 8883995 38161893 8883996
2576 46080396 9347961 40051338 9347963
2640 48520537 9822074 42191184 9822076
2704 50897814 10298174 44256856 10298176
2768 53287633 10786172 46327539 10786174
2832 55693738 11296841 48407078 11296843
2896 58373257 11817438 50756826 11817440
2960 60978060 12339139 53020172 12339141
3024 63591295 12872777 55284402 12872777
