2000 5566406 843869 1662487 843869
2064 5926645 897591 1764026 897591
2128 6361210 952867 1936263 952867
2192 6723648 1009879 2028302 1009879
2256 7096160 1068617 2122484 1068617
2320 7478782 1129087 2218700 1129087
2384 7909300 1191123 2354812 1191123
2448 8312906 1254909 2455976 1254909
2512 8726606 1320356 2559266 1320356
2576 9150293 1387487 2664521 1387487
2640 9583981 1456288 2771737 1456288
2704 1.00704e+07 1.52647e+06 2923679 1526471
2768 10525068 1598513 3035842 1598513
2832 11001042 1683491 3161280 1683491
2896 1.16201e+07 1.77045e+06 3427222 1770454
2960 12162777 1847885 3.60348e+06 1.84789e+06
3024 12716210 1926888 3782496 1926889
