768 2.01095 1.1491
784 1.60669 1.22412
800 1.89338 1.30138
816 1.8513 1.38039
832 2.56014 1.46398
848 2.10849 1.5502
864 2.51741 1.64133
880 2.34097 1.73279
896 3.3926 1.83312
912 2.64457 1.93607
928 3.19568 2.03607
944 2.87797 2.14636
960 4.07678 2.24886
976 3.26526 2.36905
992 4.11686 2.48454
1008 3.62966 2.60711
1024 13.3294 2.74968
