6000000 1 0.941876 1.79247 1.34266 1.86741
145400000 1 0.931288 1.71852 1.64588 1.99433
284800000 1 0.923993 1.81327 1.56605 2.01659
424200000 1 0.940912 1.8221 1.56499 2.02855
563600000 1 0.933788 1.8062 1.57298 2.00485
703000000 1 0.942535 1.81964 1.68719 2.03552
842400000 1 0.93156 1.80511 1.56895 2.01847
981800000 1 0.934545 1.8074 1.62582 2.02144
1121200000 1 0.932713 1.80908 1.63018 2.02799
1260600000 1 0.92601 1.80206 1.59039 2.01526
1400000000 1 0.929976 1.80629 1.63332 2.01939
