6000000 0.0240216
145400000 0.57579
284800000 1.13105
424200000 1.69302
563600000 2.22616
703000000 2.80146
842400000 3.32826
981800000 3.88454
1121200000 4.44461
1260600000 4.96934
1400000000 5.53451
