4048 58230963 5071988 42349580 5071988
4112 60047995 5225401 43660012 5225401
4176 61938649 5380982 45036234 5380982
4240 63778679 5539227 46353824 5539227
4304 65663090 5700006 47707849 5700006
4368 67746573 5861720 49252839 5861720
4432 69670451 6026946 50630541 6026946
4496 71901103 6263747 52310820 6263747
4560 73883274 6434853 53730848 6434853
4624 75928336 6607532 55205744 6607532
4688 78052475 6782329 56751899 6782329
4752 80116395 6959846 58229820 6959846
4816 82226754 7139920 59746234 7139920
4880 84556371 7320788 61473784 7320788
4944 86704190 7505324 63011883 7505323
5008 89190641 7769307 64884842 7769306
5072 91396696 7959725 66465195 7959724
