4048 64949710 8023781 49568843 8023781
4112 67089105 8261414 51217089 8261414
4176 69130978 8505463 52760474 8505463
4240 71385010 8816527 54511120 8816527
4304 73427829 9069503 56040222 9069503
4368 75701497 9322028 57791928 9322028
4432 77869515 9581172 59430667 9581172
4496 80260715 9911161 61287860 9911161
4560 82425937 10179260 62908582 10179260
4624 84833889 10446712 64763759 10446712
4688 87128095 10720920 66497895 10720920
4752 89656394 11069830 68461566 11069830
4816 91944062 11353087 70173951 11353087
4880 94486264 11635427 72132565 11635426
4944 96906610 11924712 73962050 11924711
5008 99572052 12292537 76032243 12292536
5072 101982145 12590941 77836270 12590940
