514 0.477391
578 0.679941
642 0.96141
706 1.32169
770 1.74387
834 2.41471
898 3.09408
962 4.21574
1026 5.46636
1090 6.862
1154 8.45691
1218 10.6377
1282 12.9877
1346 16.3855
1410 17.3955
1474 22.0832
1538 23.9076
