10000000 1 0.954454 1.83038 1.58389 2.02775
89000000 1 0.929637 1.79078 1.61412 1.98551
168000000 1 0.93434 1.81369 1.5934 2.01522
247000000 1 0.930576 1.81039 1.56587 2.0214
326000000 1 0.936878 1.80668 1.52834 2.02073
405000000 1 0.934488 1.81226 1.5292 2.01934
484000000 1 0.933357 1.80988 1.63544 2.02149
563000000 1 0.933303 1.81442 1.60257 2.03086
642000000 1 0.930404 1.80665 1.61304 2.02201
721000000 1 0.930864 1.80801 1.55566 2.02131
800000000 1 0.932237 1.81011 1.64306 2.02615
