1000000 0.0025666
80900000 0.203843
160800000 0.403849
240700000 0.602539
320600000 0.805664
400500000 1.00361
480400000 1.20113
560300000 1.4098
640200000 1.59726
720100000 1.80334
800000000 1.99455
