514 0.848625
578 1.36275
642 1.76318
706 3.41382
770 6.32017
834 9.36598
898 12.3862
962 15.4378
1026 19.3168
1090 23.3433
1154 27.4038
1218 32.3831
1282 37.4709
1346 43.4371
1410 50.0359
1474 56.9274
1538 64.9109
1602 73.0591
1666 82.22
1730 92.0249
